AttractionId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionTypeName
1907,2265,905,Botanical Garden - Tavaksay,"Main Street, Tavaksay, Uzbekistan",Park
1908,2265,902,Grand Mosque - Tavaksay,"Main Street, Tavaksay, Uzbekistan",Temple
1909,2265,904,Sunset Cove - Tavaksay,"Main Street, Tavaksay, Uzbekistan",Beach
1910,2266,903,Night Market - Beijing,"Main Street, Beijing, China",Market
1911,2266,903,Local Bazaar - Beijing,"Main Street, Beijing, China",Market
1912,2266,904,Crystal Bay - Beijing,"Main Street, Beijing, China",Beach
1913,2266,905,Wildlife Reserve - Beijing,"Main Street, Beijing, China",Park
1914,2271,901,History Museum - China,"Main Street, China, China",Museum
1915,2271,903,Local Bazaar - China,"Main Street, China, China",Market
1916,2271,902,Cathedral - China,"Main Street, China, China",Temple
1917,2271,901,Science Museum - China,"Main Street, China, China",Museum
1918,2296,903,Flea Market - Sanya,"Main Street, Sanya, China",Market
1919,2296,903,Flea Market - Sanya,"Main Street, Sanya, China",Market
1920,2296,904,Sunset Cove - Sanya,"Main Street, Sanya, China",Beach
1921,2296,904,Sunset Cove - Sanya,"Main Street, Sanya, China",Beach
1922,2324,903,Flea Market - Hongkong,"Main Street, Hongkong, Hong Kong",Market
1923,2324,904,Paradise Beach - Hongkong,"Main Street, Hongkong, Hong Kong",Beach
1924,2324,905,National Park - Hongkong,"Main Street, Hongkong, Hong Kong",Park
1925,2324,902,Ancient Temple - Hongkong,"Main Street, Hongkong, Hong Kong",Temple
1926,2327,902,Cathedral - Wan Chai,"Main Street, Wan Chai, Hong Kong",Temple
1927,2327,902,Cathedral - Wan Chai,"Main Street, Wan Chai, Hong Kong",Temple
1928,2327,901,Science Museum - Wan Chai,"Main Street, Wan Chai, Hong Kong",Museum
1929,2327,902,Ancient Temple - Wan Chai,"Main Street, Wan Chai, Hong Kong",Temple
1930,2325,901,Science Museum - Sai Kung N.T.,"Main Street, Sai Kung N.T., Hong Kong",Museum
1931,2325,903,Local Bazaar - Sai Kung N.T.,"Main Street, Sai Kung N.T., Hong Kong",Market
1932,2325,901,Science Museum - Sai Kung N.T.,"Main Street, Sai Kung N.T., Hong Kong",Museum
1933,2325,903,Local Bazaar - Sai Kung N.T.,"Main Street, Sai Kung N.T., Hong Kong",Market
1934,2368,901,Art Gallery - Maniwa,"Main Street, Maniwa, Japan",Museum
1935,2368,905,Wildlife Reserve - Maniwa,"Main Street, Maniwa, Japan",Park
1936,2368,901,Cultural Heritage Center - Maniwa,"Main Street, Maniwa, Japan",Museum
1937,2368,903,Flea Market - Maniwa,"Main Street, Maniwa, Japan",Market
1938,2350,905,Wildlife Reserve - Iwakuni,"Main Street, Iwakuni, Japan",Park
1939,2350,904,Golden Sand Beach - Iwakuni,"Main Street, Iwakuni, Japan",Beach
1940,2350,901,History Museum - Iwakuni,"Main Street, Iwakuni, Japan",Museum
1941,2350,903,Local Bazaar - Iwakuni,"Main Street, Iwakuni, Japan",Market
1942,2383,904,Crystal Bay - nyk,"Main Street, nyk, Japan",Beach
1943,2383,902,Sacred Shrine - nyk,"Main Street, nyk, Japan",Temple
1944,2383,902,Grand Mosque - nyk,"Main Street, nyk, Japan",Temple
1945,2383,903,Night Market - nyk,"Main Street, nyk, Japan",Market
1946,2422,901,Cultural Heritage Center - North Pyongan Province,"Main Street, North Pyongan Province, North Korea",Museum
1947,2422,902,Cathedral - North Pyongan Province,"Main Street, North Pyongan Province, North Korea",Temple
1948,2422,903,Night Market - North Pyongan Province,"Main Street, North Pyongan Province, North Korea",Market
1949,2422,903,Flea Market - North Pyongan Province,"Main Street, North Pyongan Province, North Korea",Market
1950,2450,904,Golden Sand Beach - Wonju,"Main Street, Wonju, South Korea",Beach
1951,2450,901,Cultural Heritage Center - Wonju,"Main Street, Wonju, South Korea",Museum
1952,2450,902,Ancient Temple - Wonju,"Main Street, Wonju, South Korea",Temple
1953,2450,902,Ancient Temple - Wonju,"Main Street, Wonju, South Korea",Temple
1954,2438,905,Eco Park - Jeju,"Main Street, Jeju, South Korea",Park
1955,2438,905,Wildlife Reserve - Jeju,"Main Street, Jeju, South Korea",Park
1956,2438,905,Wildlife Reserve - Jeju,"Main Street, Jeju, South Korea",Park
1957,2438,901,Science Museum - Jeju,"Main Street, Jeju, South Korea",Museum
1958,2446,902,Grand Mosque - South Korea,"Main Street, South Korea, South Korea",Temple
1959,2446,903,Local Bazaar - South Korea,"Main Street, South Korea, South Korea",Market
1960,2446,901,Science Museum - South Korea,"Main Street, South Korea, South Korea",Museum
1961,2446,902,Grand Mosque - South Korea,"Main Street, South Korea, South Korea",Temple
1962,2453,904,Sunset Cove - Banqiao,"Main Street, Banqiao, Taiwan",Beach
1963,2453,904,Golden Sand Beach - Banqiao,"Main Street, Banqiao, Taiwan",Beach
1964,2453,905,Wildlife Reserve - Banqiao,"Main Street, Banqiao, Taiwan",Park
1965,2453,902,Cathedral - Banqiao,"Main Street, Banqiao, Taiwan",Temple
1966,2470,903,Flea Market - Taoyuan,"Main Street, Taoyuan, Taiwan",Market
1967,2470,905,Wildlife Reserve - Taoyuan,"Main Street, Taoyuan, Taiwan",Park
1968,2470,905,Wildlife Reserve - Taoyuan,"Main Street, Taoyuan, Taiwan",Park
1969,2470,903,Night Market - Taoyuan,"Main Street, Taoyuan, Taiwan",Market
1970,2468,905,Eco Park - Taipei,"Main Street, Taipei, Taiwan",Park
1971,2468,904,Crystal Bay - Taipei,"Main Street, Taipei, Taiwan",Beach
1972,2468,905,Wildlife Reserve - Taipei,"Main Street, Taipei, Taiwan",Park
1973,2468,902,Grand Mosque - Taipei,"Main Street, Taipei, Taiwan",Temple
1974,2475,903,Farmers' Market - Al Muharraq,"Main Street, Al Muharraq, Bahrain",Market
1975,2475,903,Flea Market - Al Muharraq,"Main Street, Al Muharraq, Bahrain",Market
1976,2475,903,Local Bazaar - Al Muharraq,"Main Street, Al Muharraq, Bahrain",Market
1977,2475,902,Ancient Temple - Al Muharraq,"Main Street, Al Muharraq, Bahrain",Temple
1978,2478,904,Golden Sand Beach - Manama,"Main Street, Manama, Bahrain",Beach
1979,2478,904,Golden Sand Beach - Manama,"Main Street, Manama, Bahrain",Beach
1980,2478,904,Golden Sand Beach - Manama,"Main Street, Manama, Bahrain",Beach
1981,2478,902,Ancient Temple - Manama,"Main Street, Manama, Bahrain",Temple
1982,2476,901,Science Museum - Amwaj Islands,"Main Street, Amwaj Islands, Bahrain",Museum
1983,2476,905,Eco Park - Amwaj Islands,"Main Street, Amwaj Islands, Bahrain",Park
1984,2476,901,Art Gallery - Amwaj Islands,"Main Street, Amwaj Islands, Bahrain",Museum
1985,2476,902,Ancient Temple - Amwaj Islands,"Main Street, Amwaj Islands, Bahrain",Temple
1986,2479,904,Crystal Bay - Ayia Napa,"Main Street, Ayia Napa, Cyprus",Beach
1987,2479,902,Grand Mosque - Ayia Napa,"Main Street, Ayia Napa, Cyprus",Temple
1988,2479,905,Wildlife Reserve - Ayia Napa,"Main Street, Ayia Napa, Cyprus",Park
1989,2479,901,Art Gallery - Ayia Napa,"Main Street, Ayia Napa, Cyprus",Museum
1990,2480,905,Eco Park - Chloraka,"Main Street, Chloraka, Cyprus",Park
1991,2480,905,Botanical Garden - Chloraka,"Main Street, Chloraka, Cyprus",Park
1992,2480,901,Cultural Heritage Center - Chloraka,"Main Street, Chloraka, Cyprus",Museum
1993,2480,904,Sunset Cove - Chloraka,"Main Street, Chloraka, Cyprus",Beach
1994,2484,901,Cultural Heritage Center - Kouklia,"Main Street, Kouklia, Cyprus",Museum
1995,2484,901,Cultural Heritage Center - Kouklia,"Main Street, Kouklia, Cyprus",Museum
1996,2484,902,Sacred Shrine - Kouklia,"Main Street, Kouklia, Cyprus",Temple
1997,2484,902,Cathedral - Kouklia,"Main Street, Kouklia, Cyprus",Temple
1998,2495,903,Flea Market - Iran,"Main Street, Iran, Iran",Market
1999,2495,904,Crystal Bay - Iran,"Main Street, Iran, Iran",Beach
2000,2495,905,Wildlife Reserve - Iran,"Main Street, Iran, Iran",Park
2001,2495,903,Farmers' Market - Iran,"Main Street, Iran, Iran",Market
2002,2496,901,Cultural Heritage Center - Isfahan,"Main Street, Isfahan, Iran",Museum
2003,2496,904,Sunset Cove - Isfahan,"Main Street, Isfahan, Iran",Beach
2004,2496,904,Crystal Bay - Isfahan,"Main Street, Isfahan, Iran",Beach
2005,2496,902,Cathedral - Isfahan,"Main Street, Isfahan, Iran",Temple
2006,2503,905,Wildlife Reserve - Now Shahr,"Main Street, Now Shahr, Iran",Park
2007,2503,901,Cultural Heritage Center - Now Shahr,"Main Street, Now Shahr, Iran",Museum
2008,2503,901,Science Museum - Now Shahr,"Main Street, Now Shahr, Iran",Museum
2009,2503,901,Cultural Heritage Center - Now Shahr,"Main Street, Now Shahr, Iran",Museum
2010,2514,901,Cultural Heritage Center - Baghdad,"Main Street, Baghdad, Iraq",Museum
2011,2514,901,Cultural Heritage Center - Baghdad,"Main Street, Baghdad, Iraq",Museum
2012,2514,903,Night Market - Baghdad,"Main Street, Baghdad, Iraq",Market
2013,2514,901,History Museum - Baghdad,"Main Street, Baghdad, Iraq",Museum
2014,2516,904,Crystal Bay - Sulaymaniyah,"Main Street, Sulaymaniyah, Iraq",Beach
2015,2516,904,Paradise Beach - Sulaymaniyah,"Main Street, Sulaymaniyah, Iraq",Beach
2016,2516,905,National Park - Sulaymaniyah,"Main Street, Sulaymaniyah, Iraq",Park
2017,2516,903,Farmers' Market - Sulaymaniyah,"Main Street, Sulaymaniyah, Iraq",Market
2018,2513,903,Flea Market - Bagdad,"Main Street, Bagdad, Iraq",Market
2019,2513,904,Golden Sand Beach - Bagdad,"Main Street, Bagdad, Iraq",Beach
2020,2513,902,Cathedral - Bagdad,"Main Street, Bagdad, Iraq",Temple
2021,2513,902,Cathedral - Bagdad,"Main Street, Bagdad, Iraq",Temple
2022,2517,903,Flea Market - Batzra,"Main Street, Batzra, Israel",Market
2023,2517,901,Science Museum - Batzra,"Main Street, Batzra, Israel",Museum
2024,2517,904,Golden Sand Beach - Batzra,"Main Street, Batzra, Israel",Beach
2025,2517,904,Crystal Bay - Batzra,"Main Street, Batzra, Israel",Beach
2026,2518,904,Sunset Cove - Beit She'an,"Main Street, Beit She'an, Israel",Beach
2027,2518,904,Paradise Beach - Beit She'an,"Main Street, Beit She'an, Israel",Beach
2028,2518,905,National Park - Beit She'an,"Main Street, Beit She'an, Israel",Park
2029,2518,903,Farmers' Market - Beit She'an,"Main Street, Beit She'an, Israel",Market
2030,2522,901,Science Museum - Israel,"Main Street, Israel, Israel",Museum
2031,2522,905,Botanical Garden - Israel,"Main Street, Israel, Israel",Park
2032,2522,905,National Park - Israel,"Main Street, Israel, Israel",Park
2033,2522,901,Science Museum - Israel,"Main Street, Israel, Israel",Museum
2034,2534,904,Golden Sand Beach - Amman,"Main Street, Amman, Jordan",Beach
2035,2534,901,Art Gallery - Amman,"Main Street, Amman, Jordan",Museum
2036,2534,905,Wildlife Reserve - Amman,"Main Street, Amman, Jordan",Park
2037,2534,901,Science Museum - Amman,"Main Street, Amman, Jordan",Museum
2038,2536,903,Flea Market - Jordan,"Main Street, Jordan, Jordan",Market
2039,2536,901,Cultural Heritage Center - Jordan,"Main Street, Jordan, Jordan",Museum
2040,2536,903,Local Bazaar - Jordan,"Main Street, Jordan, Jordan",Market
2041,2536,902,Ancient Temple - Jordan,"Main Street, Jordan, Jordan",Temple
2042,2533,901,Science Museum - Al Aqabah Governorate,"Main Street, Al Aqabah Governorate, Jordan",Museum
2043,2533,902,Grand Mosque - Al Aqabah Governorate,"Main Street, Al Aqabah Governorate, Jordan",Temple
2044,2533,901,Science Museum - Al Aqabah Governorate,"Main Street, Al Aqabah Governorate, Jordan",Museum
2045,2533,902,Cathedral - Al Aqabah Governorate,"Main Street, Al Aqabah Governorate, Jordan",Temple
2046,2537,904,Crystal Bay - Kuwait,"Main Street, Kuwait, Kuwait",Beach
2047,2537,903,Night Market - Kuwait,"Main Street, Kuwait, Kuwait",Market
2048,2537,901,Science Museum - Kuwait,"Main Street, Kuwait, Kuwait",Museum
2049,2537,903,Night Market - Kuwait,"Main Street, Kuwait, Kuwait",Market
2050,2538,902,Grand Mosque - Kuwait City,"Main Street, Kuwait City, Kuwait",Temple
2051,2538,901,History Museum - Kuwait City,"Main Street, Kuwait City, Kuwait",Museum
2052,2538,903,Night Market - Kuwait City,"Main Street, Kuwait City, Kuwait",Market
2053,2538,904,Golden Sand Beach - Kuwait City,"Main Street, Kuwait City, Kuwait",Beach
2054,2542,902,Cathedral - Salwa,"Main Street, Salwa, Kuwait",Temple
2055,2542,903,Flea Market - Salwa,"Main Street, Salwa, Kuwait",Market
2056,2542,904,Golden Sand Beach - Salwa,"Main Street, Salwa, Kuwait",Beach
2057,2542,902,Ancient Temple - Salwa,"Main Street, Salwa, Kuwait",Temple
2058,2543,904,Paradise Beach - Bchamoun,"Main Street, Bchamoun, Lebanon",Beach
2059,2543,905,National Park - Bchamoun,"Main Street, Bchamoun, Lebanon",Park
2060,2543,902,Cathedral - Bchamoun,"Main Street, Bchamoun, Lebanon",Temple
2061,2543,904,Paradise Beach - Bchamoun,"Main Street, Bchamoun, Lebanon",Beach
2062,2544,904,Golden Sand Beach - Beirut,"Main Street, Beirut, Lebanon",Beach
2063,2544,901,Art Gallery - Beirut,"Main Street, Beirut, Lebanon",Museum
2064,2544,904,Sunset Cove - Beirut,"Main Street, Beirut, Lebanon",Beach
2065,2544,901,Cultural Heritage Center - Beirut,"Main Street, Beirut, Lebanon",Museum
2066,2548,903,Flea Market - Tripoli,"Main Street, Tripoli, Lebanon",Market
2067,2548,903,Local Bazaar - Tripoli,"Main Street, Tripoli, Lebanon",Market
2068,2548,903,Local Bazaar - Tripoli,"Main Street, Tripoli, Lebanon",Market
2069,2548,902,Sacred Shrine - Tripoli,"Main Street, Tripoli, Lebanon",Temple
2070,2549,903,Local Bazaar - Tripoli,"Main Street, Tripoli, Libya",Market
2071,2549,901,Art Gallery - Tripoli,"Main Street, Tripoli, Libya",Museum
2072,2549,904,Paradise Beach - Tripoli,"Main Street, Tripoli, Libya",Beach
2073,2549,901,History Museum - Tripoli,"Main Street, Tripoli, Libya",Museum
2074,2551,902,Sacred Shrine - Muscat Governorate,"Main Street, Muscat Governorate, Oman",Temple
2075,2551,903,Local Bazaar - Muscat Governorate,"Main Street, Muscat Governorate, Oman",Market
2076,2551,901,Art Gallery - Muscat Governorate,"Main Street, Muscat Governorate, Oman",Museum
2077,2551,903,Night Market - Muscat Governorate,"Main Street, Muscat Governorate, Oman",Market
2078,2555,905,National Park - Seeb,"Main Street, Seeb, Oman",Park
2079,2555,901,History Museum - Seeb,"Main Street, Seeb, Oman",Museum
2080,2555,905,Wildlife Reserve - Seeb,"Main Street, Seeb, Oman",Park
2081,2555,901,Cultural Heritage Center - Seeb,"Main Street, Seeb, Oman",Museum
2082,2550,904,Crystal Bay - Muscat,"Main Street, Muscat, Oman",Beach
2083,2550,902,Sacred Shrine - Muscat,"Main Street, Muscat, Oman",Temple
2084,2550,903,Flea Market - Muscat,"Main Street, Muscat, Oman",Market
2085,2550,905,Wildlife Reserve - Muscat,"Main Street, Muscat, Oman",Park
2086,2559,902,Cathedral - Jericho,"Main Street, Jericho, Palestine",Temple
2087,2559,901,History Museum - Jericho,"Main Street, Jericho, Palestine",Museum
2088,2559,902,Grand Mosque - Jericho,"Main Street, Jericho, Palestine",Temple
2089,2559,904,Crystal Bay - Jericho,"Main Street, Jericho, Palestine",Beach
2090,2561,904,Crystal Bay - West Bank,"Main Street, West Bank, Palestine",Beach
2091,2561,904,Crystal Bay - West Bank,"Main Street, West Bank, Palestine",Beach
2092,2561,904,Paradise Beach - West Bank,"Main Street, West Bank, Palestine",Beach
2093,2561,905,Botanical Garden - West Bank,"Main Street, West Bank, Palestine",Park
2094,2558,901,History Museum - Hebron,"Main Street, Hebron, Palestine",Museum
2095,2558,902,Sacred Shrine - Hebron,"Main Street, Hebron, Palestine",Temple
2096,2558,901,Cultural Heritage Center - Hebron,"Main Street, Hebron, Palestine",Museum
2097,2558,903,Farmers' Market - Hebron,"Main Street, Hebron, Palestine",Market
2098,2563,903,Night Market - Al-Rayyan,"Main Street, Al-Rayyan, Qatar",Market
2099,2563,903,Night Market - Al-Rayyan,"Main Street, Al-Rayyan, Qatar",Market
2100,2563,904,Golden Sand Beach - Al-Rayyan,"Main Street, Al-Rayyan, Qatar",Beach
2101,2563,902,Cathedral - Al-Rayyan,"Main Street, Al-Rayyan, Qatar",Temple
2102,2566,902,Ancient Temple - Qatar,"Main Street, Qatar, Qatar",Temple
2103,2566,901,History Museum - Qatar,"Main Street, Qatar, Qatar",Museum
2104,2566,901,Art Gallery - Qatar,"Main Street, Qatar, Qatar",Museum
2105,2566,901,Cultural Heritage Center - Qatar,"Main Street, Qatar, Qatar",Museum
2106,2564,901,Art Gallery - Doha,"Main Street, Doha, Qatar",Museum
2107,2564,902,Cathedral - Doha,"Main Street, Doha, Qatar",Temple
2108,2564,903,Farmers' Market - Doha,"Main Street, Doha, Qatar",Market
2109,2564,901,History Museum - Doha,"Main Street, Doha, Qatar",Museum
2110,2582,905,Botanical Garden - Medina,"Main Street, Medina, Saudi Arabia",Park
2111,2582,902,Cathedral - Medina,"Main Street, Medina, Saudi Arabia",Temple
2112,2582,905,Wildlife Reserve - Medina,"Main Street, Medina, Saudi Arabia",Park
2113,2582,904,Paradise Beach - Medina,"Main Street, Medina, Saudi Arabia",Beach
2114,2576,904,Golden Sand Beach - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia",Beach
2115,2576,904,Golden Sand Beach - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia",Beach
2116,2576,905,Wildlife Reserve - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia",Park
2117,2576,904,Sunset Cove - Jeddah Saudi Arabia,"Main Street, Jeddah Saudi Arabia, Saudi Arabia",Beach
2118,2567,903,Local Bazaar - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia",Market
2119,2567,904,Paradise Beach - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia",Beach
2120,2567,902,Grand Mosque - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia",Temple
2121,2567,904,Paradise Beach - Al Hofuf,"Main Street, Al Hofuf, Saudi Arabia",Beach
2122,2598,905,Wildlife Reserve - Bursa,"Main Street, Bursa, Turkey",Park
2123,2598,904,Crystal Bay - Bursa,"Main Street, Bursa, Turkey",Beach
2124,2598,905,Botanical Garden - Bursa,"Main Street, Bursa, Turkey",Park
2125,2598,903,Local Bazaar - Bursa,"Main Street, Bursa, Turkey",Market
2126,2603,902,Ancient Temple - Goreme,"Main Street, Goreme, Turkey",Temple
2127,2603,902,Ancient Temple - Goreme,"Main Street, Goreme, Turkey",Temple
2128,2603,903,Flea Market - Goreme,"Main Street, Goreme, Turkey",Market
2129,2603,904,Paradise Beach - Goreme,"Main Street, Goreme, Turkey",Beach
2130,2599,901,Art Gallery - Datca,"Main Street, Datca, Turkey",Museum
2131,2599,901,Art Gallery - Datca,"Main Street, Datca, Turkey",Museum
2132,2599,904,Crystal Bay - Datca,"Main Street, Datca, Turkey",Beach
2133,2599,905,Eco Park - Datca,"Main Street, Datca, Turkey",Park
2134,2625,905,National Park - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates",Park
2135,2625,901,History Museum - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates",Museum
2136,2625,902,Ancient Temple - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates",Temple
2137,2625,902,Ancient Temple - Emirate of Dubai,"Main Street, Emirate of Dubai, United Arab Emirates",Temple
2138,2633,904,Paradise Beach - Riverland,"Main Street, Riverland, United Arab Emirates",Beach
2139,2633,902,Grand Mosque - Riverland,"Main Street, Riverland, United Arab Emirates",Temple
2140,2633,902,Cathedral - Riverland,"Main Street, Riverland, United Arab Emirates",Temple
2141,2633,901,History Museum - Riverland,"Main Street, Riverland, United Arab Emirates",Museum
2142,2617,903,Night Market - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates",Market
2143,2617,905,Botanical Garden - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates",Park
2144,2617,901,Cultural Heritage Center - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates",Museum
2145,2617,902,Sacred Shrine - Abu Dhabi,"Main Street, Abu Dhabi, United Arab Emirates",Temple
2146,2642,901,Science Museum - Kabul,"Main Street, Kabul, Afghanistan",Museum
2147,2642,904,Paradise Beach - Kabul,"Main Street, Kabul, Afghanistan",Beach
2148,2642,901,Science Museum - Kabul,"Main Street, Kabul, Afghanistan",Museum
2149,2642,905,National Park - Kabul,"Main Street, Kabul, Afghanistan",Park
2150,2641,905,Eco Park - Bagram,"Main Street, Bagram, Afghanistan",Park
2151,2641,903,Night Market - Bagram,"Main Street, Bagram, Afghanistan",Market
2152,2641,905,Eco Park - Bagram,"Main Street, Bagram, Afghanistan",Park
2153,2641,904,Crystal Bay - Bagram,"Main Street, Bagram, Afghanistan",Beach
2154,2643,904,Golden Sand Beach - Bangladesh,"Main Street, Bangladesh, Bangladesh",Beach
2155,2643,902,Sacred Shrine - Bangladesh,"Main Street, Bangladesh, Bangladesh",Temple
2156,2643,902,Sacred Shrine - Bangladesh,"Main Street, Bangladesh, Bangladesh",Temple
2157,2643,905,National Park - Bangladesh,"Main Street, Bangladesh, Bangladesh",Park
2158,2644,905,Eco Park - Barisal Division,"Main Street, Barisal Division, Bangladesh",Park
2159,2644,904,Sunset Cove - Barisal Division,"Main Street, Barisal Division, Bangladesh",Beach
2160,2644,904,Sunset Cove - Barisal Division,"Main Street, Barisal Division, Bangladesh",Beach
2161,2644,901,Science Museum - Barisal Division,"Main Street, Barisal Division, Bangladesh",Museum
2162,2648,902,Ancient Temple - Dhaka City,"Main Street, Dhaka City, Bangladesh",Temple
2163,2648,901,Cultural Heritage Center - Dhaka City,"Main Street, Dhaka City, Bangladesh",Museum
2164,2648,901,History Museum - Dhaka City,"Main Street, Dhaka City, Bangladesh",Museum
2165,2648,902,Sacred Shrine - Dhaka City,"Main Street, Dhaka City, Bangladesh",Temple
2166,2661,904,Crystal Bay - Thimphu,"Main Street, Thimphu, Bhutan",Beach
2167,2661,904,Paradise Beach - Thimphu,"Main Street, Thimphu, Bhutan",Beach
2168,2661,905,Eco Park - Thimphu,"Main Street, Thimphu, Bhutan",Park
2169,2661,902,Sacred Shrine - Thimphu,"Main Street, Thimphu, Bhutan",Temple
2170,2660,901,Cultural Heritage Center - Paro,"Main Street, Paro, Bhutan",Museum
2171,2660,902,Sacred Shrine - Paro,"Main Street, Paro, Bhutan",Temple
2172,2660,905,Wildlife Reserve - Paro,"Main Street, Paro, Bhutan",Park
2173,2660,905,National Park - Paro,"Main Street, Paro, Bhutan",Park
2174,2777,904,Paradise Beach - Kasauli,"Main Street, Kasauli, India",Beach
2175,2777,902,Grand Mosque - Kasauli,"Main Street, Kasauli, India",Temple
2176,2777,904,Golden Sand Beach - Kasauli,"Main Street, Kasauli, India",Beach
2177,2777,904,Crystal Bay - Kasauli,"Main Street, Kasauli, India",Beach
2178,2782,903,Local Bazaar - Kochi,"Main Street, Kochi, India",Market
2179,2782,905,Wildlife Reserve - Kochi,"Main Street, Kochi, India",Park
2180,2782,902,Cathedral - Kochi,"Main Street, Kochi, India",Temple
2181,2782,903,Local Bazaar - Kochi,"Main Street, Kochi, India",Market
2182,2921,903,Flea Market - Warangal,"Main Street, Warangal, India",Market
2183,2921,905,Wildlife Reserve - Warangal,"Main Street, Warangal, India",Park
2184,2921,904,Crystal Bay - Warangal,"Main Street, Warangal, India",Beach
2185,2921,901,Cultural Heritage Center - Warangal,"Main Street, Warangal, India",Museum
2186,2930,901,Cultural Heritage Center - Hulhumale Maldives,"Main Street, Hulhumale Maldives, Maldives",Museum
2187,2930,905,National Park - Hulhumale Maldives,"Main Street, Hulhumale Maldives, Maldives",Park
2188,2930,905,Eco Park - Hulhumale Maldives,"Main Street, Hulhumale Maldives, Maldives",Park
2189,2930,901,Science Museum - Hulhumale Maldives,"Main Street, Hulhumale Maldives, Maldives",Museum
2190,2925,902,Ancient Temple - Addu City,"Main Street, Addu City, Maldives",Temple
2191,2925,902,Grand Mosque - Addu City,"Main Street, Addu City, Maldives",Temple
2192,2925,903,Night Market - Addu City,"Main Street, Addu City, Maldives",Market
2193,2925,901,Art Gallery - Addu City,"Main Street, Addu City, Maldives",Museum
2194,2934,904,Crystal Bay - Male,"Main Street, Male, Maldives",Beach
2195,2934,905,Wildlife Reserve - Male,"Main Street, Male, Maldives",Park
2196,2934,902,Cathedral - Male,"Main Street, Male, Maldives",Temple
2197,2934,904,Paradise Beach - Male,"Main Street, Male, Maldives",Beach
2198,2936,903,Flea Market - Bhaktapur,"Main Street, Bhaktapur, Nepal",Market
2199,2936,901,Art Gallery - Bhaktapur,"Main Street, Bhaktapur, Nepal",Museum
2200,2936,903,Local Bazaar - Bhaktapur,"Main Street, Bhaktapur, Nepal",Market
2201,2936,905,Eco Park - Bhaktapur,"Main Street, Bhaktapur, Nepal",Park
2202,2937,902,Ancient Temple - Dharan,"Main Street, Dharan, Nepal",Temple
2203,2937,905,National Park - Dharan,"Main Street, Dharan, Nepal",Park
2204,2937,902,Sacred Shrine - Dharan,"Main Street, Dharan, Nepal",Temple
2205,2937,901,Science Museum - Dharan,"Main Street, Dharan, Nepal",Museum
2206,2941,901,Science Museum - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal",Museum
2207,2941,902,Grand Mosque - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal",Temple
2208,2941,903,Flea Market - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal",Market
2209,2941,904,Paradise Beach - Patan (Lalitpur),"Main Street, Patan (Lalitpur), Nepal",Beach
2210,2950,905,National Park - Sahiwal,"Main Street, Sahiwal, Pakistan",Park
2211,2950,904,Crystal Bay - Sahiwal,"Main Street, Sahiwal, Pakistan",Beach
2212,2950,901,History Museum - Sahiwal,"Main Street, Sahiwal, Pakistan",Museum
2213,2950,902,Cathedral - Sahiwal,"Main Street, Sahiwal, Pakistan",Temple
2214,2944,904,Golden Sand Beach - Hyderabad,"Main Street, Hyderabad, Pakistan",Beach
2215,2944,902,Cathedral - Hyderabad,"Main Street, Hyderabad, Pakistan",Temple
2216,2944,904,Paradise Beach - Hyderabad,"Main Street, Hyderabad, Pakistan",Beach
2217,2944,904,Crystal Bay - Hyderabad,"Main Street, Hyderabad, Pakistan",Beach
2218,2948,905,Botanical Garden - Lahore,"Main Street, Lahore, Pakistan",Park
2219,2948,901,History Museum - Lahore,"Main Street, Lahore, Pakistan",Museum
2220,2948,903,Local Bazaar - Lahore,"Main Street, Lahore, Pakistan",Market
2221,2948,901,Science Museum - Lahore,"Main Street, Lahore, Pakistan",Museum
2222,2979,901,Cultural Heritage Center - Unawatuna,"Main Street, Unawatuna, Sri Lanka",Museum
2223,2979,901,History Museum - Unawatuna,"Main Street, Unawatuna, Sri Lanka",Museum
2224,2979,901,Science Museum - Unawatuna,"Main Street, Unawatuna, Sri Lanka",Museum
2225,2979,904,Golden Sand Beach - Unawatuna,"Main Street, Unawatuna, Sri Lanka",Beach
2226,2968,903,Night Market - Maharagama,"Main Street, Maharagama, Sri Lanka",Market
2227,2968,902,Sacred Shrine - Maharagama,"Main Street, Maharagama, Sri Lanka",Temple
2228,2968,903,Flea Market - Maharagama,"Main Street, Maharagama, Sri Lanka",Market
